Original Title,types,variable_index,country,date,types_recode,continent,cultural distance,distance_to_ankara
Bir Baskadir,Rise–Fall–Rise,5,Canada,"November 12, 2020",0,North America,0.5667968,0.7849206074012037
Bir Baskadir,Rise–Fall–Rise,8,Spain,"November 12, 2020",0,Europe,0.7732433,0.2640219694512341
Bir Baskadir,Rise–Fall–Rise,9,France,"November 12, 2020",0,Europe,0.6693177,0.2295492047563604
Bir Baskadir,Rise–Fall–Rise,23,United States,"November 12, 2020",0,North America,0.534117,0.7936160860974052
Bir Baskadir,Rise–Fall–Rise,24,Japan,"November 22, 2020",0,Asia,0.6066421,0.7721366121005522
Bir Bulut Olsam,Fall–Rise,1,Cyprus,"February 23, 2009",1,Asia,0.1591806,0.0345762125599727
Bir Bulut Olsam,Fall–Rise,3,United States,"February 23, 2009",1,North America,0.534117,0.7936160860974052
Bir Bulut Olsam,Fall–Rise,6,Egypt,2011,1,Africa,0.3713828,0.0723007485139661
Bir Bulut Olsam,Fall–Rise,7,Saudi Arabia,2011,1,Asia,0.0949598,0.1486840479923277
Bir Bulut Olsam,Fall–Rise,4,United Arab Emirates,2011,1,Asia,0.01,0.1912597721024848
Bir Bulut Olsam,Fall–Rise,10,Spain,2020,1,Europe,0.7732433,0.2640219694512341
Bir Bulut Olsam,Fall–Rise,5,Bahrain,2011,1,Asia,,
Bir Bulut Olsam,Fall–Rise,8,Croatia,2013,1,Europe,0.3995508,0.1290931496252333
Bir Bulut Olsam,Fall–Rise,9,Kazakhstan,September 2013,1,Asia,0.2559081,0.2903128685434853
Bir Zamanlar Cukurova,Fall–Rise–Fall,2,United Arab Emirates,"September 14, 2018",2,Asia,0.01,0.1912597721024848
Bir Zamanlar Cukurova,Fall–Rise–Fall,3,Argentina,"January 28, 2021",2,South America,0.4332813,0.8508386475808689
Bir Zamanlar Cukurova,Fall–Rise–Fall,4,Spain,"July 4, 2021",2,Europe,0.7732433,0.2640219694512341
Bir Zamanlar Cukurova,Fall–Rise–Fall,5,Italy,"July 4, 2022",2,Europe,0.4192803,0.1478157140319547
Bodrum Masali,Fall–Rise,2,Australia,"September 24, 2020",1,Oceania,0.7100703,1.0
Bu Sehir Arkandan Gelecek,Fall–Rise,2,Poland,"September 29, 2017",1,Europe,0.324006,0.1233551371653434
Bu Sehir Arkandan Gelecek,Fall–Rise,3,Spain,"October 19, 2022",1,Europe,0.7732433,0.2640219694512341
Börü,Rise,2,Argentina,"December 21, 2018",0,South America,0.4332813,0.8508386475808689
Börü,Rise,3,Australia,"December 21, 2018",0,Oceania,0.7100703,1.0
Börü,Rise,6,India,"December 21, 2018",0,Asia,0.0793723,0.33051190066537
Börü,Rise,7,Poland,"December 21, 2018",0,Europe,0.324006,0.1233551371653434
Börü,Rise,4,Germany,"December 21, 2018",0,Europe,0.7842516,0.1673367793261102
Börü,Rise,5,Spain,"December 21, 2018",0,Europe,0.7732433,0.2640219694512341
Cam Tavanlar,Rise–Fall–Rise,2,Australia,"June 9, 2021",0,Oceania,0.7100703,1.0
Cam Tavanlar,Rise–Fall–Rise,6,Philippines,"November 1, 2021",0,Asia,0.1298888,0.6621582412275726
Cam Tavanlar,Rise–Fall–Rise,4,United Arab Emirates,"June 10, 2021",0,Asia,0.01,0.1912597721024848
Cam Tavanlar,Rise–Fall–Rise,5,Indonesia,"June 10, 2021",0,Asia,0.0833755,0.6296538091518518
Camdaki Kiz,Fall–Rise,2,United Arab Emirates,"April 9, 2021",1,Asia,0.01,0.1912597721024848
Camdaki Kiz,Fall–Rise,3,Spain,"October 16, 2024",1,Europe,0.7732433,0.2640219694512341
Cati Kati Ask,Rise–Fall–Rise,2,India,"July 10, 2020",0,Asia,0.0793723,0.33051190066537
Cesur ve Guzel,Fall–Rise,3,United Arab Emirates,"November 11, 2016",1,Asia,0.01,0.1912597721024848
Cesur ve Guzel,Fall–Rise,6,India,"November 11, 2016",1,Asia,0.0793723,0.33051190066537
Cesur ve Guzel,Fall–Rise,7,Singapore,"November 11, 2016",1,Asia,0.230165,0.583682754347835
Cesur ve Guzel,Fall–Rise,4,Egypt,"November 11, 2016",1,Africa,0.3713828,0.0723007485139661
Cesur ve Guzel,Fall–Rise,10,Argentina,"November 11, 2019",1,South America,0.4332813,0.8508386475808689
Cesur ve Guzel,Fall–Rise,11,Italy,"July 5, 2021",1,Europe,0.4192803,0.1478157140319547
Cesur ve Guzel,Fall–Rise,12,Australia,"September 11, 2024",1,Oceania,0.7100703,1.0
Cesur ve Guzel,Fall–Rise,5,Indonesia,"November 11, 2016",1,Asia,0.0833755,0.6296538091518518
Cesur ve Guzel,Fall–Rise,8,Poland,"December 5, 2017",1,Europe,0.324006,0.1233551371653434
Cesur ve Guzel,Fall–Rise,9,Sweden,"September 2, 2019",1,Europe,1.0,0.1762383532841106
Cop Adam,Rise–Fall,1,France,"November 30, 2022",0,Europe,0.6693177,0.2295492047563604
Cop Adam,Rise–Fall,3,United Arab Emirates,"December 1, 2022",0,Asia,0.01,0.1912597721024848
Cop Adam,Rise–Fall,6,India,"December 1, 2022",0,Asia,0.0793723,0.33051190066537
Cop Adam,Rise–Fall,7,Thailand,"December 1, 2022",0,Asia,0.3391781,0.5240321081565626
Cop Adam,Rise–Fall,4,Egypt,"December 1, 2022",0,Africa,0.3713828,0.0723007485139661
Cop Adam,Rise–Fall,5,United Kingdom,"December 1, 2022",0,Europe,0.6967751,0.2524422168955692
Dogdugun Ev Kaderindir,Fall–Rise–Fall,1,Brazil,"December 25, 2019",2,South America,0.3063638,0.7086143745052557
Dogdugun Ev Kaderindir,Fall–Rise–Fall,2,Spain,"December 25, 2019",2,Europe,0.7732433,0.2640219694512341
Dogdugun Ev Kaderindir,Fall–Rise–Fall,3,Italy,"December 25, 2019",2,Europe,0.4192803,0.1478157140319547
Dogdugun Ev Kaderindir,Fall–Rise–Fall,6,South Africa,"December 26, 2019",2,Africa,0.3910609,0.5433682377844444
Dogdugun Ev Kaderindir,Fall–Rise–Fall,7,India,"June 14, 2021",2,Asia,0.0793723,0.33051190066537
Dogdugun Ev Kaderindir,Fall–Rise–Fall,5,United Arab Emirates,"December 26, 2019",2,Asia,0.01,0.1912597721024848
Dogdugun Ev Kaderindir,Fall–Rise–Fall,8,Poland,"December 3, 2021",2,Europe,0.324006,0.1233551371653434
Dolunay,Rise–Fall–Rise,2,Canada,"September 9, 1988",0,North America,0.5667968,0.7849206074012037
Duy Beni,Fall–Rise,1,France,"July 7, 2022",1,Europe,0.6693177,0.2295492047563604
Duy Beni,Fall–Rise,3,United Arab Emirates,"July 8, 2022",1,Asia,0.01,0.1912597721024848
Duy Beni,Fall–Rise,6,Egypt,"July 8, 2022",1,Africa,0.3713828,0.0723007485139661
Duy Beni,Fall–Rise,7,Indonesia,"July 8, 2022",1,Asia,0.0833755,0.6296538091518518
Duy Beni,Fall–Rise,4,Australia,"July 8, 2022",1,Oceania,0.7100703,1.0
Duy Beni,Fall–Rise,10,Philippines,"July 8, 2022",1,Asia,0.1298888,0.6621582412275726
Duy Beni,Fall–Rise,11,Singapore,"July 8, 2022",1,Asia,0.230165,0.583682754347835
Duy Beni,Fall–Rise,12,South Africa,"July 8, 2022",1,Africa,0.3910609,0.5433682377844444
Duy Beni,Fall–Rise,5,Ecuador,"July 8, 2022",1,South America,0.1381429,0.8549951931784503
Duy Beni,Fall–Rise,8,Israel,"July 8, 2022",1,Asia,0.01,0.0612838137293157
Duy Beni,Fall–Rise,9,India,"July 8, 2022",1,Asia,0.0793723,0.33051190066537
Elkizi,Fall–Rise–Fall,2,United Arab Emirates,"October 24, 2021",2,Asia,0.01,0.1912597721024848
Elkizi,Fall–Rise–Fall,3,Indonesia,"October 24, 2021",2,Asia,0.0833755,0.6296538091518518
Elkizi,Fall–Rise–Fall,4,India,"October 25, 2021",2,Asia,0.0793723,0.33051190066537
Elkizi,Fall–Rise–Fall,5,Philippines,"October 25, 2021",2,Asia,0.1298888,0.6621582412275726
Erkenci Kus,Rise–Fall–Rise,2,Brazil,"June 26, 2018",0,South America,0.3063638,0.7086143745052557
Erkenci Kus,Rise–Fall–Rise,3,India,"June 26, 2018",0,Asia,0.0793723,0.33051190066537
Erkenci Kus,Rise–Fall–Rise,6,Spain,"April 8, 2019",0,Europe,0.7732433,0.2640219694512341
Erkenci Kus,Rise–Fall–Rise,7,Australia,"June 22, 2019",0,Oceania,0.7100703,1.0
Erkenci Kus,Rise–Fall–Rise,4,Poland,"June 26, 2018",0,Europe,0.324006,0.1233551371653434
Erkenci Kus,Rise–Fall–Rise,10,United Arab Emirates,"September 10, 2021",0,Asia,0.01,0.1912597721024848
Erkenci Kus,Rise–Fall–Rise,11,Ecuador,"September 10, 2021",0,South America,0.1381429,0.8549951931784503
Erkenci Kus,Rise–Fall–Rise,12,Egypt,"September 10, 2021",0,Africa,0.3713828,0.0723007485139661
Erkenci Kus,Rise–Fall–Rise,13,Indonesia,"September 10, 2021",0,Asia,0.0833755,0.6296538091518518
Erkenci Kus,Rise–Fall–Rise,14,Philippines,"September 10, 2021",0,Asia,0.1298888,0.6621582412275726
Erkenci Kus,Rise–Fall–Rise,15,Singapore,"September 10, 2021",0,Asia,0.230165,0.583682754347835
Erkenci Kus,Rise–Fall–Rise,16,South Africa,"September 10, 2021",0,Africa,0.3910609,0.5433682377844444
Erkenci Kus,Rise–Fall–Rise,17,Canada,"January 10, 2022",0,North America,0.5667968,0.7849206074012037
Erkenci Kus,Rise–Fall–Rise,18,Argentina,"February 21, 2022",0,South America,0.4332813,0.8508386475808689
Erkenci Kus,Rise–Fall–Rise,19,France,"June 26, 2022",0,Europe,0.6693177,0.2295492047563604
Erkenci Kus,Rise–Fall–Rise,8,Italy,"June 10, 2020",0,Europe,0.4192803,0.1478157140319547
Erkenci Kus,Rise–Fall–Rise,9,United States,"October 27, 2020",0,North America,0.534117,0.7936160860974052
Ezel,Fall–Rise,2,Hungary,"April 9, 2011",1,Europe,0.5444989,0.1137859404272508
Ezel,Fall–Rise,3,United Arab Emirates,"July 19, 2013",1,Asia,0.01,0.1912597721024848
Ezel,Fall–Rise,6,Argentina,"May 11, 2015",1,South America,0.4332813,0.8508386475808689
Ezel,Fall–Rise,7,Poland,"December 26, 2016",1,Europe,0.324006,0.1233551371653434
Ezel,Fall–Rise,4,Egypt,"July 19, 2013",1,Africa,0.3713828,0.0723007485139661
Ezel,Fall–Rise,5,South Africa,"July 19, 2013",1,Africa,0.3910609,0.5433682377844444
Ezel,Fall–Rise,8,France,"March 15, 2017",1,Europe,0.6693177,0.2295492047563604
Fatma,Fall–Rise,1,United Arab Emirates,"April 27, 2021",1,Asia,0.01,0.1912597721024848
Fatma,Fall–Rise,2,Argentina,"April 27, 2021",1,South America,0.4332813,0.8508386475808689
Fatma,Fall–Rise,3,Australia,"April 27, 2021",1,Oceania,0.7100703,1.0
Fatma,Fall–Rise,6,Germany,"April 27, 2021",1,Europe,0.7842516,0.1673367793261102
Fatma,Fall–Rise,7,Spain,"April 27, 2021",1,Europe,0.7732433,0.2640219694512341
Fatma,Fall–Rise,4,Brazil,"April 27, 2021",1,South America,0.3063638,0.7086143745052557
Fatma,Fall–Rise,10,Hungary,"April 27, 2021",1,Europe,0.5444989,0.1137859404272508
Fatma,Fall–Rise,11,India,"April 27, 2021",1,Asia,0.0793723,0.33051190066537
Fatma,Fall–Rise,12,Italy,"April 27, 2021",1,Europe,0.4192803,0.1478157140319547
Fatma,Fall–Rise,13,Japan,"April 27, 2021",1,Asia,0.6066421,0.7721366121005522
Fatma,Fall–Rise,14,South Korea,"April 27, 2021",1,Asia,0.7258395,0.6799317781731508
Fatma,Fall–Rise,15,Mexico,"April 27, 2021",1,North America,0.4145935,0.9646369383912728
Fatma,Fall–Rise,16,Netherlands,"April 27, 2021",1,Europe,0.8124272,0.2210696091685343
Fatma,Fall–Rise,17,Philippines,"April 27, 2021",1,Asia,0.1298888,0.6621582412275726
Fatma,Fall–Rise,18,Poland,"April 27, 2021",1,Europe,0.324006,0.1233551371653434
Fatma,Fall–Rise,19,Singapore,"April 27, 2021",1,Asia,0.230165,0.583682754347835
Fatma,Fall–Rise,21,United States,"April 27, 2021",1,North America,0.534117,0.7936160860974052
Fatma,Fall–Rise,5,Canada,"April 27, 2021",1,North America,0.5667968,0.7849206074012037
Fatma,Fall–Rise,8,France,"April 27, 2021",1,Europe,0.6693177,0.2295492047563604
Fatma,Fall–Rise,9,United Kingdom,"April 27, 2021",1,Europe,0.6967751,0.2524422168955692
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,1,France,"March 25, 2017",0,Europe,0.6693177,0.2295492047563604
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,2,Italy,"March 25, 2017",0,Europe,0.4192803,0.1478157140319547
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,6,United Arab Emirates,"September 10, 2021",0,Asia,0.01,0.1912597721024848
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,7,Israel,"September 10, 2021",0,Asia,0.01,0.0612838137293157
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,4,Tunisia,"March 25, 2019",0,Africa,0.1240503,0.1653694165552963
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,10,Egypt,"February 25, 2022",0,Africa,0.3713828,0.0723007485139661
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,11,Thailand,"February 25, 2022",0,Asia,0.3391781,0.5240321081565626
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,12,Poland,"March 28, 2022",0,Europe,0.324006,0.1233551371653434
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,5,Spain,"November 17, 2019",0,Europe,0.7732433,0.2640219694512341
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,8,India,"September 10, 2021",0,Asia,0.0793723,0.33051190066537
Fazilet Hanim ve Kizlari,Rise–Fall–Rise,9,Singapore,"September 10, 2021",0,Asia,0.230165,0.583682754347835
Filinta,Fall–Rise,1,France,"December 23, 2014",1,Europe,0.6693177,0.2295492047563604
Filinta,Fall–Rise,3,Tunisia,"May 6, 2019",1,Africa,0.1240503,0.1653694165552963
Gecenin Kralicesi,Fall–Rise–Fall,2,Hungary,"August 14, 2016",2,Europe,0.5444989,0.1137859404272508
Gecenin Kralicesi,Fall–Rise–Fall,3,Poland,"September 29, 2016",2,Europe,0.324006,0.1233551371653434
Gecenin Ucunda,Rise–Fall–Rise,1,France,"October 5, 2022",0,Europe,0.6693177,0.2295492047563604
Gecenin Ucunda,Rise–Fall–Rise,3,Ecuador,"October 6, 2022",0,South America,0.1381429,0.8549951931784503
Gecenin Ucunda,Rise–Fall–Rise,6,India,"October 6, 2022",0,Asia,0.0793723,0.33051190066537
Gecenin Ucunda,Rise–Fall–Rise,4,Egypt,"October 6, 2022",0,Africa,0.3713828,0.0723007485139661
Gecenin Ucunda,Rise–Fall–Rise,5,Israel,"October 6, 2022",0,Asia,0.01,0.0612838137293157
Gelsin Hayat Bildigi Gibi,Fall–Rise,1,France,"July 21, 2022",1,Europe,0.6693177,0.2295492047563604
Gelsin Hayat Bildigi Gibi,Fall–Rise,3,United Arab Emirates,"July 22, 2022",1,Asia,0.01,0.1912597721024848
Gelsin Hayat Bildigi Gibi,Fall–Rise,6,India,"July 22, 2022",1,Asia,0.0793723,0.33051190066537
Gelsin Hayat Bildigi Gibi,Fall–Rise,7,Philippines,"July 22, 2022",1,Asia,0.1298888,0.6621582412275726
Gelsin Hayat Bildigi Gibi,Fall–Rise,4,Egypt,"July 22, 2022",1,Africa,0.3713828,0.0723007485139661
Gelsin Hayat Bildigi Gibi,Fall–Rise,5,Indonesia,"July 22, 2022",1,Asia,0.0833755,0.6296538091518518
Gelsin Hayat Bildigi Gibi,Fall–Rise,8,Singapore,"July 22, 2022",1,Asia,0.230165,0.583682754347835
Gelsin Hayat Bildigi Gibi,Fall–Rise,9,Thailand,"July 22, 2022",1,Asia,0.3391781,0.5240321081565626
Gizli Sakli,Rise–Fall–Rise,2,United Arab Emirates,"June 9, 2022",0,Asia,0.01,0.1912597721024848
Gizli Sakli,Rise–Fall–Rise,3,Indonesia,"June 9, 2022",0,Asia,0.0833755,0.6296538091518518
Gizli Sakli,Rise–Fall–Rise,6,Singapore,"June 9, 2022",0,Asia,0.230165,0.583682754347835
Gizli Sakli,Rise–Fall–Rise,4,India,"June 9, 2022",0,Asia,0.0793723,0.33051190066537
Gizli Sakli,Rise–Fall–Rise,5,Philippines,"June 9, 2022",0,Asia,0.1298888,0.6621582412275726
Gonul Dagi,Rise–Fall–Rise,3,India,"October 18, 2020",0,Asia,0.0793723,0.33051190066537
Gulcemal,Fall–Rise–Fall,1,France,"April 6, 2023",2,Europe,0.6693177,0.2295492047563604
Gulcemal,Fall–Rise–Fall,3,United States,"April 6, 2023",2,North America,0.534117,0.7936160860974052
Gulcemal,Fall–Rise–Fall,6,India,"April 7, 2023",2,Asia,0.0793723,0.33051190066537
Gulcemal,Fall–Rise–Fall,7,Philippines,"April 7, 2023",2,Asia,0.1298888,0.6621582412275726
Gulcemal,Fall–Rise–Fall,4,United Arab Emirates,"April 7, 2023",2,Asia,0.01,0.1912597721024848
Gulcemal,Fall–Rise–Fall,5,United Kingdom,"April 7, 2023",2,Europe,0.6967751,0.2524422168955692
Gulcemal,Fall–Rise–Fall,8,Singapore,"April 7, 2023",2,Asia,0.230165,0.583682754347835
Gullerin Savasi,Fall–Rise,2,Argentina,"November 24, 2020",1,South America,0.4332813,0.8508386475808689
Gullerin Savasi,Fall–Rise,3,Spain,"June 17, 2024",1,Europe,0.7732433,0.2640219694512341
Gumus,Fall–Rise,3,United Arab Emirates,"September 21, 2020",1,Asia,0.01,0.1912597721024848
Gumus,Fall–Rise,4,Egypt,"September 21, 2020",1,Africa,0.3713828,0.0723007485139661
Hatirla Sevgili,Fall–Rise–Fall,2,United Arab Emirates,"July 24, 2018",2,Asia,0.01,0.1912597721024848
Hayat Sarkisi,Rise–Fall–Rise,2,United Arab Emirates,"July 12, 2019",0,Asia,0.01,0.1912597721024848
Hayat Sirlari,Rise–Fall–Rise,2,India,"November 2, 2017",0,Asia,0.0793723,0.33051190066537
Her Yerde Sen,Rise–Fall–Rise,1,Italy,"June 14, 2019",0,Europe,0.4192803,0.1478157140319547
Her Yerde Sen,Rise–Fall–Rise,2,Poland,"June 14, 2019",0,Europe,0.324006,0.1233551371653434
Her Yerde Sen,Rise–Fall–Rise,6,India,"June 15, 2019",0,Asia,0.0793723,0.33051190066537
Her Yerde Sen,Rise–Fall–Rise,7,Spain,"August 31, 2020",0,Europe,0.7732433,0.2640219694512341
Her Yerde Sen,Rise–Fall–Rise,4,United Arab Emirates,"June 15, 2019",0,Asia,0.01,0.1912597721024848
Her Yerde Sen,Rise–Fall–Rise,5,Egypt,"June 15, 2019",0,Africa,0.3713828,0.0723007485139661
Her Yerde Sen,Rise–Fall–Rise,8,Philippines,"September 19, 2020",0,Asia,0.1298888,0.6621582412275726
Inadina Ask,Rise–Fall–Rise,2,India,"December 6, 2015",0,Asia,0.0793723,0.33051190066537
Inadina Ask,Rise–Fall–Rise,3,Brazil,"January 10, 2016",0,South America,0.3063638,0.7086143745052557
Istanbullu Gelin,Rise–Fall–Rise,1,Australia,"March 3, 2017",0,Oceania,0.7100703,1.0
Istanbullu Gelin,Rise–Fall–Rise,3,United Arab Emirates,"May 4, 2017",0,Asia,0.01,0.1912597721024848
Istanbullu Gelin,Rise–Fall–Rise,6,Argentina,"May 9, 2022",0,South America,0.4332813,0.8508386475808689
Istanbullu Gelin,Rise–Fall–Rise,7,Colombia,"November 8, 2023",0,South America,0.2205247,0.8132553049630942
Istanbullu Gelin,Rise–Fall–Rise,4,Poland,"September 30, 2019",0,Europe,0.324006,0.1233551371653434
Istanbullu Gelin,Rise–Fall–Rise,5,Singapore,"September 10, 2021",0,Asia,0.230165,0.583682754347835
Kagit Ev,Fall–Rise–Fall,3,United Arab Emirates,"April 20, 2021",2,Asia,0.01,0.1912597721024848
Kagit Ev,Fall–Rise–Fall,6,Singapore,"April 20, 2021",2,Asia,0.230165,0.583682754347835
Kagit Ev,Fall–Rise–Fall,4,Indonesia,"April 20, 2021",2,Asia,0.0833755,0.6296538091518518
Kagit Ev,Fall–Rise–Fall,5,Philippines,"April 20, 2021",2,Asia,0.1298888,0.6621582412275726
Kalbimdeki Deniz,Fall–Rise,2,United Arab Emirates,"October 23, 2016",1,Asia,0.01,0.1912597721024848
Kalbimdeki Deniz,Fall–Rise,3,Tunisia,"June 9, 2018",1,Africa,0.1240503,0.1653694165552963
Kalp Atisi,Rise–Fall–Rise,1,France,"June 30, 2017",0,Europe,0.6693177,0.2295492047563604
Kalp Atisi,Rise–Fall–Rise,3,Egypt,"April 18, 2018",0,Africa,0.3713828,0.0723007485139661
Kalp Atisi,Rise–Fall–Rise,6,Philippines,"January 19, 2020",0,Asia,0.1298888,0.6621582412275726
Kalp Atisi,Rise–Fall–Rise,4,United Arab Emirates,"January 19, 2020",0,Asia,0.01,0.1912597721024848
Kalp Atisi,Rise–Fall–Rise,5,India,"January 19, 2020",0,Asia,0.0793723,0.33051190066537
Kanatsiz Kuslar,Fall–Rise,2,Argentina,"May 20, 2020",1,South America,0.4332813,0.8508386475808689
Kanunsuz Topraklar,Fall–Rise,3,United Arab Emirates,"September 30, 2021",1,Asia,0.01,0.1912597721024848
Kanunsuz Topraklar,Fall–Rise,4,Singapore,"September 30, 2021",1,Asia,0.230165,0.583682754347835
Kara Para Ask,Fall–Rise,1,Poland,"March 12, 2014",1,Europe,0.324006,0.1233551371653434
Kara Para Ask,Fall–Rise,3,United States,"March 12, 2014",1,North America,0.534117,0.7936160860974052
Kara Para Ask,Fall–Rise,6,South Africa,"March 13, 2014",1,Africa,0.3910609,0.5433682377844444
Kara Para Ask,Fall–Rise,7,Tunisia,"May 18, 2017",1,Africa,0.1240503,0.1653694165552963
Kara Para Ask,Fall–Rise,4,Egypt,"March 13, 2014",1,Africa,0.3713828,0.0723007485139661
